customer_id,age,gender,region,annual_income,tenure_months,subscription_tier,num_purchases_last_year,avg_order_value,total_spent_last_year,days_since_last_purchase,returns_last_year,email_open_rate,app_sessions_last_month,avg_session_duration_min,support_tickets_last_year,loyalty_points,referral_count,marketing_opt_in,churned
102033,34,Male,South,49000.0,29,Premium,5,50.28,251.4,17,0,0.246,7,0.5,2,413,0,1,0
102034,40,Male,East,64600.0,27,Basic,7,13.37,93.59,28,0,0.271,12,6.51,2,182,0,0,1
102035,49,Male,West,44600.0,51,Standard,7,49.18,344.26,31,1,0.606,8,2.55,0,255,0,0,0
102036,33,Male,North,29800.0,56,Standard,5,27.84,139.2,57,0,0.443,6,5.56,1,141,0,0,0
102037,52,Female,North,67500.0,25,Premium,13,97.21,1263.73,31,0,0.402,3,6.54,1,677,0,1,0
102038,26,Male,North,35100.0,83,Basic,4,21.91,87.64,12,1,0.107,5,9.08,2,189,0,1,0
102039,43,Male,North,39200.0,14,Basic,4,48.56,194.24,62,0,0.431,10,7.68,1,0,0,0,1
102040,51,Male,South,79300.0,7,Basic,6,40.33,241.98,230,0,0.247,11,4.32,1,67,0,0,1
102041,48,Female,North,60700.0,60,Premium,14,20.76,290.64,65,0,0.554,10,17.69,1,172,2,0,0
102042,64,Male,South,81500.0,13,Basic,5,17.61,88.05,14,1,0.405,5,5.03,0,0,1,0,0
102043,29,Female,West,29000.0,8,Basic,8,44.06,352.48,31,1,0.415,7,,1,0,0,0,1
102044,21,Male,West,54400.0,14,Premium,14,113.06,1582.84,0,0,0.438,21,,0,859,0,1,0
102045,26,Female,South,33400.0,17,Premium,13,37.36,485.68,27,2,0.159,12,6.08,2,261,1,1,0
102046,48,Female,North,70800.0,5,Standard,7,63.73,446.11,33,0,0.473,4,8.89,2,89,1,0,1
102047,45,Male,West,45500.0,20,Basic,1,73.01,73.01,76,0,0.482,6,1.43,0,18,0,0,1
102048,40,Male,South,51300.0,16,Standard,13,71.02,923.26,45,0,0.247,10,19.34,4,702,0,0,0
102049,24,Female,South,41500.0,26,Basic,5,12.7,63.5,20,0,0.207,7,5.43,1,274,1,1,0
102050,49,Male,East,85400.0,2,Basic,4,27.13,108.52,0,0,0.426,2,1.57,2,0,0,0,0
102051,23,Male,Central,26600.0,21,Standard,8,35.41,283.28,15,1,0.295,12,4.07,1,216,0,0,0
102052,54,Male,South,65000.0,92,Premium,12,125.87,1510.44,74,0,0.481,7,2.92,1,851,1,1,0
102053,76,Male,Central,91400.0,46,Basic,6,20.77,124.62,45,1,0.617,4,4.03,0,21,2,1,1
102054,44,Female,South,32900.0,8,Standard,13,101.91,1324.83,7,1,0.245,8,14.38,3,885,1,1,1
102055,47,Female,North,,14,Basic,4,10.46,41.84,30,0,0.523,6,14.78,3,0,0,1,0
102056,33,Male,North,28300.0,18,Basic,3,19.05,57.15,6,0,0.407,16,23.05,0,68,1,1,0
102057,18,Female,West,41500.0,59,Basic,10,29.37,293.7,32,0,0.735,2,8.29,2,92,0,0,1
102058,31,Male,East,64400.0,20,Basic,4,44.59,178.36,43,0,0.567,3,4.71,3,126,1,1,1
102059,25,Male,East,21700.0,18,Basic,1,12.67,12.67,4,0,0.431,9,5.08,1,18,0,0,0
102060,20,Male,Central,15000.0,9,Basic,6,58.86,353.16,16,0,0.861,11,7.83,0,323,0,1,0
102061,61,Female,East,90300.0,18,Basic,6,25.46,152.76,7,1,0.698,2,3.56,0,173,1,1,1
102062,43,Male,North,43800.0,20,Basic,1,13.92,13.92,17,0,0.108,9,25.46,1,0,0,0,0
102063,44,Male,West,47500.0,28,Basic,4,48.15,192.6,11,1,0.434,3,5.89,0,407,0,0,1
102064,35,Female,North,64600.0,13,Basic,3,25.92,77.76,5,0,0.472,8,8.5,2,254,1,0,1
102065,37,Female,East,64200.0,9,Standard,11,25.14,276.54,23,1,0.157,14,6.25,1,270,1,0,1
102066,52,Female,Central,73400.0,9,Standard,10,28.77,287.7,13,0,0.336,6,30.6,0,235,0,1,0
102067,39,Female,East,24000.0,47,Basic,4,40.67,162.68,52,0,0.529,3,8.77,1,97,1,1,0
102068,46,Male,South,37000.0,52,Premium,6,72.74,436.44,30,1,0.144,1,12.34,0,119,1,1,0
102069,36,Male,East,60800.0,48,Basic,8,13.44,107.52,207,0,0.487,1,6.52,2,68,1,0,1
102070,35,Female,North,48600.0,18,Standard,5,19.43,97.15,8,0,0.545,6,10.2,0,238,1,1,0
102071,21,Male,South,20000.0,46,Basic,5,94.67,473.35,29,0,0.492,3,6.81,4,267,1,1,1
102072,18,Female,East,23200.0,42,Basic,6,15.24,91.44,4,0,0.657,11,11.53,3,214,0,1,0
102073,36,Female,South,60700.0,33,Basic,8,20.35,162.8,43,0,0.256,3,3.82,4,291,2,1,0
102074,40,Female,North,70300.0,19,Basic,5,29.69,148.45,53,1,0.41,0,30.35,1,274,2,1,1
102075,22,Male,East,31700.0,33,Standard,4,62.87,251.48,37,0,0.768,1,14.63,0,0,3,0,0
102076,39,Male,South,38300.0,8,Basic,6,70.81,424.86,11,0,0.502,11,20.99,3,50,0,0,1
102077,40,Male,South,45000.0,43,Premium,4,170.21,680.84,18,1,0.178,4,5.32,2,602,2,1,0
102078,18,Male,Central,46800.0,3,Basic,8,22.46,179.68,18,0,0.148,10,24.29,1,73,0,1,1
102079,27,Female,North,,20,Standard,5,202.73,1013.65,20,0,0.389,9,4.63,2,947,1,1,0
102080,44,Male,North,55400.0,22,Basic,4,35.07,140.28,25,0,0.329,0,19.71,2,0,0,0,0
102081,44,Female,Central,45300.0,19,Premium,10,98.17,981.7,19,1,0.452,20,4.45,1,598,0,0,0
102082,24,Female,North,48900.0,44,Basic,4,39.71,158.84,19,0,0.195,14,20.22,1,223,0,1,0
102083,41,Male,Central,72600.0,9,Basic,7,59.58,417.06,45,0,0.099,5,41.46,1,211,0,1,1
102084,52,Female,West,40000.0,12,Standard,7,23.81,166.67,27,0,0.581,8,13.95,1,0,1,0,0
102085,49,Female,East,54200.0,26,Basic,2,47.89,95.78,43,0,0.353,5,9.21,0,33,1,0,1
102086,38,Female,South,63200.0,7,Standard,5,58.71,293.55,14,0,0.572,4,12.0,0,159,0,1,0
102087,33,Female,South,43300.0,18,Basic,2,59.72,119.44,68,0,0.37,1,6.95,0,235,2,1,1
102088,31,Male,West,33500.0,62,Premium,12,98.05,1176.6,2,0,0.071,2,14.03,0,621,0,1,0
102089,45,Female,North,56200.0,43,Premium,9,33.98,305.82,113,0,0.381,6,12.08,2,380,0,1,1
102090,42,Male,West,56000.0,69,Basic,3,137.73,413.19,8,0,0.391,2,4.16,0,240,0,1,0
102091,47,Non-binary,West,39800.0,24,Standard,7,19.24,134.68,129,1,0.209,15,18.68,1,76,2,1,1
102092,41,Male,West,51100.0,45,Basic,9,81.05,729.45,19,0,0.329,14,12.5,0,547,0,1,0
102093,50,Female,North,63500.0,47,Premium,11,62.08,682.88,200,1,0.473,7,5.52,0,134,0,0,1
102094,40,Male,West,42000.0,7,Basic,6,23.3,139.8,147,0,0.656,9,16.5,0,196,3,0,1
102095,49,Female,West,46500.0,15,Basic,3,37.78,113.34,43,0,,8,1.35,1,98,1,0,1
102096,50,Female,North,50900.0,19,Premium,9,80.09,720.81,42,0,0.426,6,6.57,1,306,0,0,1
102097,29,Male,Central,24900.0,94,Basic,4,26.89,107.56,31,0,0.355,2,4.7,1,97,1,1,0
102098,18,Female,North,39900.0,53,Premium,16,33.83,541.28,39,1,0.558,10,10.23,1,246,0,1,0
102099,59,Male,Central,,10,Standard,5,52.54,262.7,22,0,0.336,6,14.25,2,70,1,1,0
102100,42,Female,North,53400.0,66,Standard,6,40.99,245.94,12,2,0.302,5,1.94,1,238,0,0,0
102101,18,Male,South,22800.0,17,Basic,6,56.31,337.86,45,1,0.583,9,26.55,1,439,2,1,0
102102,30,Male,West,29500.0,36,Standard,5,84.15,420.75,28,1,0.21,6,3.77,1,438,0,0,0
102103,49,Non-binary,North,76600.0,20,Standard,3,11.43,34.29,6,1,0.32,5,21.58,1,0,0,1,1
102104,35,Female,North,42300.0,4,Basic,7,50.18,351.26,19,0,0.041,11,0.99,1,320,0,1,1
102105,32,Female,North,31900.0,67,Basic,8,51.14,409.12,2,0,0.356,3,3.06,0,143,1,1,0
102106,57,Male,West,54300.0,48,Standard,6,106.98,641.88,111,1,0.492,7,3.95,1,310,0,0,1
102107,25,Male,North,39400.0,21,Basic,5,13.11,65.55,1,0,0.683,8,9.1,1,311,0,1,0
102108,29,Female,East,50000.0,33,Standard,6,57.58,345.48,63,1,0.666,0,7.05,2,146,0,1,0
102109,42,Female,East,68600.0,15,Basic,5,93.13,465.65,30,0,0.315,7,17.37,0,415,0,0,1
102110,44,Male,East,50400.0,14,Premium,16,88.19,1411.04,35,1,0.679,14,21.39,1,662,0,1,0
102111,45,Male,South,50500.0,48,Standard,5,62.74,313.7,7,0,0.318,7,6.72,2,204,1,0,0
102112,51,Male,South,61200.0,44,Basic,5,23.65,118.25,184,0,0.397,7,12.38,0,195,0,1,1
102113,42,Male,Central,53100.0,80,Premium,14,193.09,2703.26,9,0,0.115,7,14.06,1,1370,0,1,0
102114,45,Female,West,42800.0,45,Premium,10,47.65,476.5,35,0,0.455,4,0.5,1,365,1,0,0
102115,36,Female,Central,65600.0,32,Premium,7,91.19,638.33,44,2,0.439,18,2.13,3,340,0,0,1
102116,40,Male,West,49200.0,46,Basic,5,58.12,290.6,33,1,,5,7.08,0,37,1,1,0
102117,40,Male,West,56400.0,35,Basic,9,39.39,354.51,142,1,0.175,12,0.82,2,411,0,1,1
102118,42,Female,Central,56700.0,37,Basic,8,8.15,65.2,175,0,0.299,8,22.0,4,91,1,1,1
102119,49,Male,South,63100.0,42,Premium,7,284.67,1992.69,2,1,0.188,6,2.57,0,888,1,0,0
102120,46,Female,Central,40500.0,47,Standard,5,5.0,25.0,16,0,0.438,3,8.01,0,0,2,0,0
102121,40,Female,North,48800.0,24,Basic,4,23.18,92.72,35,1,0.249,2,7.11,0,312,0,1,1
102122,28,Male,North,69400.0,3,Basic,6,55.51,333.06,27,0,0.4,10,5.0,1,328,0,0,1
102123,40,Female,East,71100.0,25,Premium,10,194.8,1948.0,63,1,0.198,0,16.71,2,1041,1,0,1
102124,39,Female,South,50100.0,12,Basic,7,43.86,307.02,61,0,0.085,14,4.8,0,382,3,1,1
102125,42,Male,South,45700.0,55,Standard,10,14.55,145.5,0,0,0.618,11,5.11,1,176,1,0,0
102126,68,Female,East,44500.0,63,Basic,3,39.77,119.31,7,0,0.22,11,10.87,0,148,0,1,0
102127,32,Female,East,34300.0,12,Basic,5,5.0,25.0,50,0,0.694,2,1.14,1,137,0,1,1
102128,44,Male,Central,51600.0,19,Basic,5,50.96,254.8,9,0,0.314,10,10.67,2,0,0,1,0
102129,53,Female,South,56800.0,23,Basic,3,24.59,73.77,18,0,0.351,5,11.79,0,270,1,1,0
102130,40,Male,South,45400.0,13,Basic,5,25.2,126.0,133,0,0.286,2,9.89,0,0,1,1,1
102131,69,Female,West,85200.0,35,Basic,3,83.35,250.05,2,0,0.581,12,0.5,0,529,0,1,0
102132,34,Female,East,29200.0,9,Basic,3,41.12,123.36,41,0,0.305,16,6.94,0,232,2,1,0
102133,43,Male,West,55600.0,30,Premium,8,75.07,600.56,71,0,0.17,8,10.05,0,423,0,1,0
102134,29,Female,South,,43,Standard,9,84.21,757.89,28,0,0.353,6,2.43,0,572,1,1,0
102135,34,Male,North,30800.0,38,Basic,7,55.32,387.24,5,1,0.143,5,3.63,0,21,1,1,0
102136,42,Male,Central,74200.0,36,Basic,1,5.0,5.0,54,0,0.382,12,7.9,0,144,0,0,1
102137,50,Male,North,68900.0,15,Basic,6,43.14,258.84,19,1,0.08,2,6.28,0,0,0,1,0
102138,43,Female,West,40700.0,61,Basic,4,19.76,79.04,44,1,0.12,13,1.56,3,231,0,0,0
102139,55,Female,South,70400.0,52,Standard,8,84.95,679.6,132,0,0.186,11,12.36,1,415,0,0,1
102140,38,Male,South,27500.0,19,Standard,11,98.13,1079.43,84,0,0.509,11,11.57,1,680,1,1,1
102141,35,Female,West,34900.0,41,Standard,7,39.31,275.17,4,0,0.32,2,10.93,0,0,0,1,0
102142,74,Male,South,99800.0,17,Basic,6,44.35,266.1,86,0,0.138,9,8.65,1,85,0,1,1
102143,44,Male,North,57600.0,41,Basic,9,23.17,208.53,39,0,0.193,9,8.73,1,134,0,1,0
102144,30,Female,West,43200.0,9,Basic,4,51.05,204.2,1,0,,0,7.43,4,287,0,0,1
102145,30,Female,North,53200.0,49,Basic,7,20.73,145.11,36,0,0.125,26,4.31,1,554,0,1,0
102146,27,Male,South,45100.0,18,Basic,6,21.23,127.38,34,0,0.511,16,3.67,0,0,0,0,0
102147,51,Male,East,55600.0,12,Basic,5,11.35,56.75,14,0,0.294,9,10.87,1,0,0,1,1
102148,34,Female,South,56300.0,11,Basic,5,46.55,232.75,23,0,0.609,5,7.92,0,200,0,0,1
102149,41,Male,East,26200.0,31,Basic,2,8.05,16.1,134,0,0.609,6,8.27,0,92,1,1,1
102150,38,Male,South,37700.0,5,Premium,11,54.11,595.21,53,1,0.293,5,3.44,1,337,0,1,1
102151,49,Female,South,56100.0,38,Basic,5,12.98,64.9,77,0,0.527,6,5.16,0,0,0,1,0
102152,28,Female,South,45200.0,22,Standard,7,53.02,371.14,11,1,0.172,6,1.17,2,324,0,0,0
102153,25,Male,Central,30100.0,43,Premium,13,167.6,2178.8,8,2,,16,4.06,1,1107,1,0,0
102154,42,Male,North,25800.0,4,Premium,11,43.35,476.85,167,1,0.254,6,15.0,1,245,0,0,1
102155,47,Male,Central,28600.0,27,Standard,10,73.37,733.7,21,0,0.635,7,0.5,3,500,0,1,0
102156,43,Female,South,50800.0,22,Standard,7,52.0,364.0,11,1,0.058,7,5.64,0,42,0,0,0
102157,28,Male,South,30800.0,13,Basic,4,31.47,125.88,30,1,0.797,5,9.86,2,262,1,0,1
102158,48,Male,West,43800.0,11,Basic,2,77.81,155.62,96,0,0.201,12,5.26,1,67,0,0,1
102159,29,Male,South,23400.0,40,Basic,2,62.4,124.8,39,0,0.731,3,3.55,1,154,2,1,1
102160,32,Female,East,43200.0,9,Standard,7,29.46,206.22,95,0,0.385,5,17.92,0,243,0,0,1
102161,27,Female,Central,54800.0,26,Basic,3,47.04,141.12,41,0,0.326,13,4.02,1,207,1,0,1
102162,56,Male,West,66000.0,7,Basic,3,69.27,207.81,64,0,0.527,3,11.44,1,162,1,1,1
102163,47,Female,East,74000.0,6,Basic,11,24.58,270.38,28,1,0.717,4,2.28,0,203,0,1,1
102164,47,Female,West,50300.0,25,Basic,7,5.0,35.0,15,0,0.614,11,5.92,0,79,0,0,0
102165,55,Male,South,69400.0,30,Premium,8,87.16,697.28,45,1,0.598,2,2.11,1,322,2,1,0
102166,76,Female,West,102000.0,13,Standard,5,35.07,175.35,59,1,0.305,12,3.38,4,176,0,0,1
102167,18,Male,North,25800.0,36,Basic,4,27.79,111.16,9,0,0.464,5,13.71,0,192,0,1,0
102168,29,Male,North,38800.0,52,Premium,14,47.01,658.14,49,1,0.457,1,30.07,3,0,0,1,0
102169,31,Male,East,35100.0,41,Standard,8,37.59,300.72,94,0,0.614,5,2.11,0,376,0,1,1
102170,28,Female,North,45800.0,25,Premium,15,145.31,2179.65,19,0,0.731,13,5.17,0,1307,1,1,0
102171,25,Male,West,47300.0,50,Standard,12,124.24,1490.88,72,4,0.208,7,15.09,2,590,1,0,1
102172,35,Male,North,,28,Standard,6,65.37,392.22,170,2,0.362,9,11.49,2,155,0,1,1
102173,23,Male,North,29500.0,12,Premium,11,86.32,949.52,5,1,0.317,3,9.87,1,562,0,0,0
102174,43,Female,West,30800.0,38,Basic,5,59.9,299.5,15,0,0.82,0,2.04,0,435,1,0,0
102175,40,Female,East,48200.0,46,Standard,3,85.8,257.4,8,0,0.187,12,4.36,1,351,3,1,0
102176,45,Male,Central,51000.0,8,Basic,9,112.05,1008.45,10,0,0.324,6,6.34,1,480,1,1,0
102177,46,Female,South,57900.0,20,Premium,19,34.77,660.63,39,2,0.391,5,22.32,1,103,0,1,0
102178,47,Male,North,57200.0,12,Standard,6,131.02,786.12,68,1,0.24,15,9.9,0,484,0,1,1
102179,34,Female,North,65200.0,28,Basic,3,21.23,63.69,54,0,0.711,5,8.17,2,0,1,1,1
102180,67,Female,South,64800.0,22,Standard,5,49.26,246.3,53,0,0.324,3,4.16,3,0,0,0,1
102181,42,Male,North,28700.0,12,Basic,4,11.16,44.64,11,0,0.21,1,0.76,1,63,0,0,1
102182,18,Male,West,15000.0,25,Standard,12,14.55,174.6,29,0,,6,9.58,0,156,0,0,1
102183,26,Male,North,26700.0,31,Standard,7,63.25,442.75,90,0,0.161,6,4.03,4,641,1,0,1
102184,18,Female,Central,43100.0,36,Basic,4,70.41,281.64,1,0,0.443,8,16.59,2,279,0,1,0
102185,39,Male,East,29800.0,72,Standard,4,28.38,113.52,10,2,0.571,4,4.46,0,39,1,1,0
102186,37,Non-binary,West,29800.0,21,Standard,9,22.24,200.16,39,0,0.139,3,3.89,0,185,1,1,0
102187,33,Female,North,48000.0,26,Premium,15,66.4,996.0,50,3,0.089,7,7.54,2,441,3,0,0
102188,65,Female,North,84500.0,26,Premium,13,62.94,818.22,54,0,0.4,12,15.68,2,753,0,1,0
102189,46,Female,South,32900.0,92,Basic,5,70.69,353.45,5,0,0.435,7,2.94,2,64,1,1,0
102190,48,Male,East,31700.0,18,Basic,5,24.72,123.6,17,0,0.382,7,7.85,2,104,0,0,0
102191,27,Female,East,25500.0,22,Basic,6,21.64,129.84,38,1,0.116,6,7.4,2,203,1,0,1
102192,26,Male,South,44800.0,23,Basic,6,14.68,88.08,43,0,0.73,0,2.89,1,195,1,0,1
102193,39,Female,South,50000.0,9,Basic,4,43.99,175.96,19,0,0.596,9,10.09,3,138,0,0,1
102194,41,Male,Central,39400.0,35,Standard,9,18.94,170.46,80,0,0.274,3,11.92,0,258,0,0,1
102195,18,Male,South,38400.0,29,Premium,12,70.0,840.0,31,1,0.176,5,23.55,3,174,0,1,0
102196,37,Male,North,47800.0,17,Standard,6,114.13,684.78,12,0,0.405,10,4.98,1,546,1,1,0
102197,39,Female,South,46400.0,36,Standard,8,33.68,269.44,78,0,0.297,3,13.69,0,261,0,0,1
102198,36,Female,South,22500.0,33,Basic,5,10.21,51.05,18,0,0.393,9,3.96,2,118,0,1,1
102199,28,Male,South,26700.0,11,Basic,5,31.11,155.55,40,1,0.306,12,1.76,0,24,0,1,1
102200,32,Female,East,68700.0,35,Basic,3,73.15,219.45,54,0,0.265,10,7.84,1,76,1,0,1
102201,37,Male,East,41300.0,5,Basic,5,14.8,74.0,29,1,0.136,8,8.38,1,38,0,1,1
102202,40,Female,West,35500.0,27,Standard,7,30.22,211.54,14,0,0.29,2,2.12,1,195,0,1,0
102203,47,Female,North,50200.0,14,Premium,12,130.09,1561.08,16,2,0.191,15,20.61,4,1210,0,1,1
102204,53,Female,North,62900.0,63,Premium,9,94.41,849.69,66,2,0.113,10,15.26,1,642,0,0,0
102205,35,Male,West,56500.0,50,Premium,7,90.08,630.56,25,0,0.323,14,11.55,1,574,1,0,0
102206,33,Male,North,50900.0,63,Basic,6,103.68,622.08,58,0,0.167,15,32.69,1,673,1,1,0
102207,45,Female,South,44200.0,15,Basic,3,79.29,237.87,13,1,0.262,7,7.13,1,27,0,0,1
102208,47,Female,South,73400.0,12,Basic,6,18.53,111.18,76,0,0.608,8,5.3,1,44,1,1,1
102209,33,Female,West,53700.0,24,Basic,7,50.72,355.04,12,0,0.609,4,4.1,3,316,0,1,0
102210,49,Non-binary,North,51200.0,16,Basic,2,33.52,67.04,31,1,0.609,5,12.56,0,379,0,0,1
102211,52,Male,Central,58500.0,13,Standard,12,14.04,168.48,13,0,0.357,4,4.92,0,161,0,1,0
102212,56,Female,South,72500.0,52,Standard,5,44.13,220.65,7,0,0.402,12,6.33,1,300,1,1,0
102213,62,Male,Central,84800.0,52,Premium,10,74.11,741.1,21,2,0.146,5,5.99,1,456,0,1,0
102214,28,Male,South,16200.0,43,Basic,7,38.5,269.5,10,1,0.43,6,11.89,1,0,0,1,0
102215,39,Male,West,48900.0,6,Standard,7,75.23,526.61,9,0,0.302,2,3.52,2,113,0,0,0
102216,39,Female,South,47500.0,33,Standard,4,43.65,174.6,1,0,0.45,12,9.26,1,286,0,1,0
102217,38,Male,West,39000.0,21,Standard,10,54.5,545.0,1,2,0.389,9,5.28,0,476,1,1,0
102218,31,Male,East,32300.0,40,Standard,8,29.85,238.8,101,0,0.169,3,2.84,1,520,1,1,1
102219,20,Female,Central,44700.0,39,Basic,6,10.57,63.42,45,0,0.283,15,5.46,0,207,0,1,0
102220,40,Female,West,56400.0,30,Basic,6,9.56,57.36,71,0,0.589,20,11.68,0,305,1,1,0
102221,29,Female,East,67900.0,53,Basic,4,38.0,152.0,141,0,0.368,15,21.68,1,377,0,0,1
102222,40,Female,South,40900.0,30,Basic,2,28.37,56.74,85,0,0.376,6,2.29,0,0,0,1,1
102223,29,Female,South,40400.0,5,Basic,9,38.88,349.92,59,1,0.344,8,8.06,1,326,0,1,1
102224,25,Male,Central,39000.0,20,Standard,6,16.8,100.8,38,0,0.595,12,6.93,0,0,0,0,0
102225,42,Male,Central,63300.0,15,Premium,9,69.38,624.42,320,0,0.477,5,10.76,1,275,0,1,1
102226,41,Female,North,68900.0,12,Basic,5,33.88,169.4,87,0,0.628,9,35.92,3,291,1,0,0
102227,47,Female,North,56900.0,12,Basic,2,28.24,56.48,90,1,0.201,4,11.91,0,364,0,1,1
102228,67,Male,North,,18,Basic,4,19.0,76.0,45,0,0.381,12,10.05,2,0,0,1,1
102229,43,Male,North,41800.0,16,Basic,5,15.62,78.1,57,0,0.419,10,0.51,1,170,0,1,1
102230,45,Female,South,55600.0,34,Basic,4,32.04,128.16,68,1,0.058,11,6.64,1,117,1,1,1
102231,25,Male,West,50400.0,14,Standard,8,109.41,875.28,55,0,0.286,7,9.2,0,617,1,0,1
102232,22,Female,North,15000.0,35,Basic,8,57.65,461.2,43,1,0.444,11,4.31,2,371,1,1,1
102233,60,Female,Central,51500.0,45,Basic,2,15.79,31.58,141,0,0.315,8,14.69,2,0,1,0,1
102234,27,Male,Central,47200.0,35,Premium,8,89.24,713.92,33,0,0.261,12,11.3,2,732,2,0,1
102235,25,Male,South,,27,Standard,12,135.51,1626.12,2,1,0.352,3,4.34,2,791,0,0,0
102236,38,Female,South,31200.0,37,Basic,4,41.4,165.6,15,0,0.392,3,3.83,0,55,0,0,0
102237,38,Male,East,62900.0,12,Basic,5,74.16,370.8,34,0,0.538,2,1.67,1,223,1,1,1
102238,27,Male,North,33500.0,6,Premium,14,101.28,1417.92,5,0,0.331,3,5.9,1,548,0,0,0
102239,35,Female,West,40000.0,38,Premium,10,88.06,880.6,29,1,0.287,6,7.49,0,496,0,1,0
102240,55,Male,East,82300.0,29,Standard,8,98.22,785.76,85,3,0.061,3,19.25,0,410,0,1,1
102241,29,Female,North,23600.0,66,Basic,2,54.97,109.94,2,0,0.429,7,1.35,0,354,1,1,0
102242,21,Female,Central,15000.0,46,Standard,6,74.54,447.24,17,0,0.458,6,8.01,0,439,1,1,0
102243,51,Female,South,82200.0,20,Standard,9,102.87,925.83,57,1,0.213,8,5.64,2,646,0,1,1
102244,45,Female,North,,22,Basic,3,13.83,41.49,14,0,0.687,10,5.33,1,279,2,1,0
102245,31,Female,Central,49900.0,28,Basic,4,29.55,118.2,30,0,0.798,15,1.86,0,253,1,0,1
102246,18,Male,North,23600.0,22,Basic,4,30.16,120.64,49,0,0.383,13,14.26,0,361,2,1,0
102247,29,Female,North,37000.0,27,Basic,3,13.66,40.98,22,0,0.184,12,8.29,2,63,2,0,1
102248,38,Male,South,37100.0,16,Standard,8,78.09,624.72,13,0,,8,7.81,2,299,0,0,0
102249,54,Female,South,66700.0,41,Standard,9,78.21,703.89,128,0,0.659,8,10.77,1,723,0,0,1
102250,26,Male,South,47200.0,34,Premium,11,107.12,1178.32,9,0,0.558,5,9.47,1,705,0,1,0
102251,38,Male,West,49700.0,24,Premium,8,74.17,593.36,61,0,0.728,5,5.38,1,392,0,0,0
102252,48,Female,South,71400.0,11,Standard,7,93.79,656.53,17,0,0.509,6,7.55,1,775,0,0,1
102253,18,Male,East,37300.0,23,Basic,4,82.27,329.08,41,0,0.112,2,3.75,1,149,1,1,1
102254,52,Male,North,45600.0,31,Standard,4,22.76,91.04,25,0,0.549,5,5.1,3,230,3,1,0
102255,24,Female,South,31700.0,22,Basic,5,48.95,244.75,6,0,0.492,15,14.44,2,436,1,1,0
102256,43,Female,Central,,19,Standard,10,20.89,208.9,14,0,0.788,7,4.03,1,75,0,1,0
102257,42,Male,West,61300.0,4,Basic,4,23.33,93.32,11,0,0.253,3,5.24,1,0,2,0,1
102258,53,Male,West,67700.0,94,Standard,8,61.87,494.96,22,0,0.669,7,,2,258,0,1,0
102259,46,Female,South,56400.0,13,Basic,5,11.72,58.6,47,0,0.695,2,12.03,0,0,4,1,1
102260,18,Male,East,42200.0,32,Standard,11,5.0,55.0,46,0,0.725,7,3.47,0,234,2,1,0
102261,29,Female,West,15000.0,12,Standard,6,131.85,791.1,6,1,0.414,5,16.22,4,574,1,0,1
102262,41,Female,Central,41400.0,30,Basic,4,31.31,125.24,33,0,0.531,6,13.99,1,328,1,1,0
102263,36,Male,West,37800.0,32,Premium,13,25.77,335.01,28,1,0.583,6,22.55,0,284,2,1,0
102264,45,Non-binary,South,57200.0,20,Basic,7,36.56,255.92,47,1,0.607,2,9.55,2,0,0,1,0
102265,49,Female,North,65200.0,22,Basic,4,36.15,144.6,79,0,0.621,5,13.06,0,281,0,0,1
102266,47,Female,North,55500.0,16,Standard,8,46.24,369.92,31,1,0.424,22,6.04,1,503,3,1,0
102267,36,Female,North,26700.0,94,Basic,5,44.22,221.1,8,0,0.525,3,4.2,1,0,0,0,0
102268,18,Male,South,33700.0,43,Premium,7,67.21,470.47,109,1,0.387,3,1.61,1,481,1,1,1
102269,33,Female,North,44000.0,27,Standard,7,53.95,377.65,29,1,0.658,16,12.82,1,444,0,0,0
102270,44,Female,South,32100.0,17,Basic,7,39.53,276.71,3,0,0.375,7,7.44,0,91,0,1,0
102271,25,Female,East,30500.0,40,Standard,4,15.58,62.32,8,0,0.21,13,5.27,3,192,1,1,0
102272,47,Male,East,60800.0,41,Premium,13,151.41,1968.33,92,2,0.544,6,17.54,3,1078,0,0,1
102273,51,Female,East,82500.0,12,Basic,8,44.63,357.04,78,1,0.224,10,6.74,1,517,0,1,1
102274,41,Male,South,34600.0,7,Basic,7,29.3,205.1,28,3,0.501,2,1.15,2,121,1,1,1
102275,18,Female,East,39100.0,17,Premium,7,96.99,678.93,4,0,0.052,0,1.05,0,252,1,1,0
102276,22,Female,Central,16700.0,16,Premium,8,277.63,2221.04,46,0,0.346,10,0.99,1,1345,2,0,0
102277,64,Female,South,53900.0,8,Premium,7,69.37,485.59,37,0,0.607,9,10.4,2,421,0,0,0
102278,32,Female,Central,24300.0,13,Basic,5,117.98,589.9,4,0,0.456,1,4.84,1,146,0,0,0
102279,18,Female,South,36500.0,11,Standard,5,104.25,521.25,12,0,0.609,1,5.43,2,262,0,1,0
102280,55,Female,East,65000.0,53,Basic,4,31.64,126.56,13,0,0.264,10,3.69,1,209,0,0,0
102281,39,Female,East,43500.0,31,Standard,7,174.96,1224.72,2,0,0.502,4,4.59,2,449,0,0,0
102282,53,Female,West,67700.0,33,Basic,3,80.51,241.53,216,0,0.363,4,9.13,0,205,3,1,1
102283,43,Female,Central,52300.0,42,Basic,12,41.98,503.76,17,1,0.797,1,23.62,1,54,1,1,0
